사업자번호,업체명,대표자명,주소,상세주소,대표전화,팩스,홈페이지
512-81-09202,금강아스콘(주),박우선,경상북도 봉화군 봉성면 봉명로 70,,054-674-1800,054-672-1506,
512-81-09987,우성산업개발(주),조관섭,경상북도 예천군 감천면 충효로 934,,054-654-8372,054-654-8374,http://
375-81-00636,(주)애드그린,정성효,대구광역시 달성군 현풍읍 테크노대로4길 40,,053-719-0603,053-719-0609,http://
605-23-45397,오승종이,박지호,부산광역시 강서구 금호순서길282번나길 37-7 (대저2동),,051-255-7718,051-255-7719,
605-27-40901,비엘컴퍼니,김보라,"부산광역시 부산진구 백양대로 227, 7층 706호 (개금동)",,070-4104-2616,050-4981-2616,http://
605-29-68446,강서실업,조부규,경상남도 김해시 김해대로 2644,,055-325-2660,055-325-2662,강서실업.wo.to
605-42-03573,현미건설,현미혜,경기도 김포시 월곶면 고양로117번길 159,,031-983-6238,070-4009-9966,http://
410-81-84735,지피에스코리아(주),"김영택,김웅찬",충청남도 천안시 서북구 입장면 망향로 1224,,041-587-0600,041-587-0609,www.gps-korea.com
410-81-87881,(주)하나룩스,윤정주,광주광역시 서구 상무자유로 18-2,(치평동),062-372-7835,062-371-7834,www.하나룩스.kr
410-81-88070,보영산업(주),권상경,광주광역시 서구 유덕로40번길 26,,062-945-3130,062-945-3137,http://
410-81-91099,아트보드방음(주),이계정,"전라남도 나주시 남평읍 광이길 4, 1층",,02-533-2900,031-543-1002,
410-81-91750,한국디피에스(주),강승구,광주광역시 북구 본촌택지로29번길 8(본촌동),,062-971-8310,062-971-8320,http://www.koreadps.co.kr
410-81-92050,(주)원앤원,손재국,"광주광역시 광산구 임방울대로825번길 60-26, 805호",,061-381-1166,061-381-1167,http://
410-81-95756,(주)서해안산업환경,김영민,전라남도 영광군 군서면 군서로 381,,061-353-0900,061-353-4488,
301-06-96148,다산조명,박경숙 외 1명,"충청북도 청주시 상당구 무심동로 306, 3층",,043-224-3345,043-224-3346,http://
301-09-25509,동방플라스틱,강남용,세종특별자치시 부강면 산수길 14,,044-275-7600,044-275-8484,http://
301-19-87881,이레산업,홍형숙,충청북도 청주시 청원구 북이면 신대석성로 150-6,,043-215-3125,043-215-3129,http://
301-25-68788,한영케미칼,한종수,충청북도 진천군 진천읍 장관2길 9,한영케미칼,043-533-6287,043-533-6286,
301-39-70414,대원산업,박응환,경기도 광주시 오포읍 오포로448번길 14-14,,031-767-4030,031-767-4070,http://
301-81-08700,(주)명성산업,전유찬,충청북도 청주시 흥덕구 강내면 황탄리길 35,,043-232-9800,043-233-4039,
728-81-00956,(주)백산라이팅,김문수,제주특별자치도 제주시 중앙로 352,"5층 506호 이도이동(이도이동,오현타워)",055-271-0103,055-271-0107,http://
728-88-00940,(주)탑소닉,송용섭,전라남도 화순군 화순읍 진각로 213-2,2층,061-371-6400,061-373-6421,http://
729-81-00570,(주)오륜스포츠,"국순종,김성민",충청남도 서산시 고북면 고수관로 17-27,,070-5067-1531,070-7500-1559,http://
730-88-00661,(주)에스지라이트,강동우,"인천광역시 계양구 계산로 20, 지하1층 (계산동)",,032-551-2025,070-8280-2025,http://
409-81-36325,(주)에이앤비정보기술,이종식,광주광역시 북구 금남로 81 (유동),,062-524-6100,062-522-2011,http://www.anbinfo.com
409-81-37362,경향산업(유),송경현,전라남도 담양군 금성면 금성공단길 63,,061-383-1855,061-383-1868,http://kailon.co.kr
409-81-42297,(주)신라아스콘,장수미,전라남도 장성군 동화면 본동로 1033-21,,061-392-2701,061-392-2703,http://
409-81-44086,담양산업(주),윤재국,전라남도 담양군 담양읍 추월산로 21,,061-383-2348,061-383-4668,http://
409-81-44752,(주)이프론,김정수,전라남도 담양군 금성면 금성산성길 161-10,,061-383-6875,061-381-6875,http://
409-81-69073,용봉화학공업(주),김형란,전라남도 장성군 북이면 수성로 71,,061-393-3640,061-393-3642,http://
409-81-75954,(주)리치룩스,이옥범,광주광역시 북구 첨단벤처로28번길 7 (대촌동),,062-224-3333,062-515-3303,http://nyl.kr
409-81-80608,제이에스개발(주),자홍준,전라남도 장성군 북하면 단풍로 1048-90,,061-392-5871,061-392-5874,http://
409-81-84263,가나그린환경(주),김동수,전라남도 담양군 금성면 금성공단길 31-7 (1층),,061-381-8911,061-382-8911,
317-81-45957,(주)페이퍼맥스,신애정,"충청북도 청주시 청원구 북이면 화상석성로 507, 1층",,043-211-8561,043-211-8560,http://
317-81-46354,(주)주목씨지알,박수성,경상북도 상주시 모동면 대가산로 135-11,,054-536-9905,054-536-9907,http://www.jmcgr.co.kr
317-81-46693,이현산업개발(주),"박영록, 이선옥","충청북도 청주시 청원구 오창읍 후기길 50-46, 1층",,043-250-5700,043-250-5702,http://
317-82-66060,보람근로원,이원기,"충청북도 청주시 청원구 북이면 충청대로 1205, 1층",,043-214-2271,043-214-2272,www.boramds.or.kr
318-81-04828,(주)에코앤시스템,최영만,대전광역시 동구 하소중로 36 (하소동),,042-623-3182,042-623-3183,http://ens.modoo.at
318-82-64726,예그리나장애인보호작업장,전우일,경상남도 함안군 대산면 구암로 24,,055-585-8662,055-585-8663,
319-81-00427,대진아스콘(주),함지형,충청북도 옥천군 이원면 건진2길 53 (관리사),,043-731-9770,043-731-9773,http://
319-88-00713,(주)젠텍,허혁재,강원도 횡성군 우천면 수남로266번길 57,,033-342-3117,033-342-3118,http://zentechkorea.com
321-22-00419,바스엔(BATH N),김동혁,인천광역시 서구 검단로326번길 45-3,B동,032-719-7837,032-714-3339,http://
321-88-01277,(주)이지탑,류태식,전라북도 고창군 흥덕면 선운대로 3619-68,,063-563-0060,070-7610-2778,http://
322-81-00836,(주)여명라이팅,권종희,경상남도 창원시 의창구 평산로70번길 44-14,,055-253-2034,055-321-2034,http://
325-81-00951,(주)에이치에스글로텍,"조인순,조훈득",경상남도 김해시 분성로557번길 35,.,02-3442-2900,02-3442-6795,http://www.hsglotex.com
327-81-01198,(주)프로팩,남경보,경기도 포천시 가산면 선마로 80,,031-541-9556,031-541-4305,http://
327-87-01263,그린아이코트(주),"이욱기, 이승재",경기도 김포시 하성면 하성로 734-38,,031-982-4435,031-983-0313,http://www.greenai.co.kr
137-81-64213,(주)엠비가구,문승실,경기도 김포시 양촌읍 황금3로8번길 106,,031-981-1921,031-981-1923,http://
137-81-66851,정희화학(주),김형준,경기도 김포시 통진읍 대곶북로 356-64,,031-989-3370,031-989-3372,http://
137-81-67433,(주)온누리씨앤엠,이인설,인천광역시 강화군 송해면 전망대로423번길 94,,032-933-9375,050-5116-9600,
453-81-01158,(주)유진테크,황미용,경기도 고양시 일산동구 장항로 313-9,,070-4484-9660,031-703-7124,http://
453-86-00080,승윤제지(주),남성자,경기도 평택시 팽성읍 노와길 442,,031-611-2877,031-611-2878,http://
453-86-00436,(주)경현,이경희,광주광역시 북구 서암대로 136 2층,,062-526-1280,062-528-1281,
454-86-01549,(주)경기도장애인기업,정태일,경기도 남양주시 화도읍 재재기로 158,,031-576-0880,031-576-0894,http://
455-88-01852,(주)데이라이즈,박삼영,경상남도 양산시 매곡3길 12-11,매곡동,055-382-3238,055-382-3305,http://
456-86-00492,(주)칠산글로벌,박영수,경기도 이천시 백사면 이여로403번길 203-3,,031-633-7311,031-633-7312,http://
214-88-17433,(주)에스앤디패션,임천동,"서울특별시 서초구 언남길 51 (양재동, 3층)",,02-6404-1443,02-6404-1444,http://
401-81-47172,(주)케이엠에스,배정민,전라북도 군산시 서수면 상장곤윗길 66,,063-464-9627,063-464-9628,www.waterlogics.co.kr
401-81-48550,(주)라이브어스텍,김홍겸,전라북도 군산시 무역로 62,,063-465-2506,063-465-2506,www.earthentec.com
106-86-78741,(주)제스트전자,전종희,"서울특별시 영등포구 선유로9길 10, 13층 1301호(문래동6가, 문래에스케이브이원센터)",,02-6929-1658,02-6919-2761,http://www.zestpc.co.kr
340-82-00132,사회복지법인 인정재단 인정재활관,홍인식,"인천광역시 서구 서달로123번안길 24, 1층,2층 (석남동)",,032-574-0457,032-583-4361,http://injung.org
342-86-01358,에콜그린텍(주),이광용,인천광역시 계양구 아나지로 258 (작전동),,032-813-5023,032-813-5024,
346-81-01151,트랜드(주),김동호,"경기도 김포시 하성면 오정동로 20-19, 가동",,031-981-2581,031-981-9755,http://www.trandgroup.com
346-87-00042,알컴판넬(주),서주무,경기도 성남시 중원구 성남대로997번길 51-4 (여수동),,031-8016-0383,031-8016-0384,http://www.alcompanel.com
347-86-00280,(주)엠씨엠글로벌,박용환,"인천광역시 미추홀구 염전로 330, 201호(주안동, 주안제이타워 지식산업센터)",,032-861-3922,032-861-3993,http://
348-01-00141,빈센트 글로벌,심민우,"경기도 안산시 단원구 정왕천동로94번길 29, 1층 204호 (시화공단 4마202호) (성곡동)",,000-000-0000,032-429-9336,
349-87-00532,(주)에스티라이트,황인희,"부산광역시 기장군 정관읍 정관6로 3, 1102호 (우성스마트시티오피스텔)",,051-710-6013,051-710-6014,http://
351-88-00852,(주)진테크비젼,진승호,경기도 화성시 정남면 망월길 53-8,,031-352-2406,031-352-2407,http://
351-88-01415,(주)젠트로그룹,반태원,"서울특별시 강남구 학동로30길, 3층",,02-483-0077,02-483-0078,www.gentro.co.kr
352-81-01627,(주)브라운통상,김성훈,경기도 광주시 곤지암읍 오향길15번길 26,,02-2233-9951,02-2233-9958,http://
354-87-00816,비아이랜드(주),장석원,충청북도 제천시 명륜로 76 (의림동),,043-642-0103,050-5043-0100,http://www.biland.kr
354-88-01530,(주)이알티,김고운,경기도 파주시 월롱면 홀작로 70-90,가동,031-944-0353,031-944-0354,http://www.ert2019.com
358-81-00121,(주)미도플러스,김태희,"경기도 안양시 동안구 벌말로 126, 3205호 (관양동, 평촌오비즈타워)",,031-623-6235,031-990-6735,http://
441-82-00089,지심엘앤씨,박용민,경기도 양주시 광적면 부흥로 847,"322호, 323호, 324호, 325호 (양주테크노시티)",031-829-9588,031-829-9589,http://
442-81-01288,(주)거평기업,장계연,광주광역시 서구 덕흥1길 31 (덕흥동),,062-362-5577,062-234-4200,http://
443-86-00690,(주)건승,이경종,인천광역시 서구 보듬로 158,"공존동 219호(오류동,블루텍)",031-988-6998,031-986-6993,http://
443-87-01319,(주)하나로그린텍,박찬우,"전라남도 목포시 하당로 254, 2층 (상동)",,061-277-9861,061-277-9863,http://
444-87-01103,(주)에이론,한희준,경기도 포천시 군내면 용정경제로1길 94-31,(주) 에이론,031-541-9251,031-541-0103,
446-86-01306,(주)석준,윤철중,충청남도 당진시 석문면 산단7로 528,,041-353-7666,041-353-9666,http://
446-88-01407,(주)큐엔큐,"정정행, 윤경현","서울특별시 영등포구 선유로49길 23, 813호(양평동4가, 아이에스비즈타워2차)",,02-6123-4110,050-5099-0813,http://www.qnq1.co.kr
447-88-00532,농업회사법인토심바이오(주),김용석,"충청남도 예산군 예산읍 대학로 54, 213-1호",,041-334-3008,041-335-3008,http://www.tosimbio.com
449-81-01601,(주)윤바이오테크,윤홍섭,"인천광역시 남동구 청능대로 263, 206호(고잔동)",,032-816-0915,032-816-0916,http://www.yunbiotech.com
451-58-00096,한국산업,신한국,경상남도 김해시 칠산로237번길 12-10,(화목동),055-313-9088,055-314-9089,http://
451-82-00242,엘림보호작업장,김영백,"경기도 수원시 영통구 신원로 88 (신동, 디지털엠파이어2 101동 706, 711, 712호)",,031-695-6530,031-695-6531,www.happyelim.org
451-86-01633,엘도우(주),강한묵,서울송파구 법원로 9길 26,H비지니스 C동 815호,02-3440-7877,02-6281-9021,
113-81-95608,(주)천수이엔이,김진현,경기도 시흥시 도리재길 31-2 (금이동),,031-315-3097,031-315-4999,http://www.csene.co.kr
113-86-12922,(주)알앤에프케미칼,박동일,"경기도 하남시 미사대로 550, 7층 A7-0011호(덕풍동, 현대지식산업센터 한강미사)",,031-790-1416,031-790-1415,http://www.rnfchemical.com
113-86-25179,(주)현다이엔지,김성훈,인천광역시 남동구 남동동로93번길 26(고잔동),,032-815-4866,032-815-4864,http://WWW.hyundaeng.co.kr
113-86-30051,(주)스마트카라,이은지,"경상남도 양산시 어곡공단로 52, 2층(어곡동)",,032-821-3550,032-821-3552,www.smartcara.com
113-86-42881,(주)코리아싸인,조진아,경기도 파주시 숲속노을로11번길 45 (동패동),,031-924-0477,031-949-0477,http://koreasign.co.kr
113-86-55498,(주)조은에스피에스,최병웅,경기도 시흥시 금오로190번길 50,,02-2617-0707,02-2617-3636,http://www.joeunsps.co.kr
113-86-61438,(주)엠비아테크,김화선,"인천광역시 남구 석바위로 58-1, 5층 520호(주안동, 대영빌딩)",,070-7510-8333,032-232-1768,
747-88-00257,(주)중원윈테크,김영선,"충청북도 청주시 서원구 남이면 청남로 1508-27, 2동",,043-267-8842,043-267-8843,http://
748-88-01152,(주)두앤비,박상철,경기도 포천시 영중면 호국로 3295-31,,031-8089-7070,02-470-4460,http://www.doandbe.net
749-87-00673,(주)이오에스,김성희,경기도 부천시 도약로 261,"디동 1102호 (도담동, 부천대우테크노파크)",032-670-7714,032-670-7715,http://
751-07-01125,다솜(DASOM),이덕현,"경기도 김포시 통진읍 월하로519번길 68 , 나동",,031-982-0456,031-987-0456,
131-81-41153,신한정밀(주),전충락,인천광역시 미추홀구 장고개로92번길 12 (도화동),,032-865-0411,032-865-0410,http://www.spic.co.kr
123-81-72581,(주)누리바이오텍,윤주천,"경기도 군포시 당정로60번길 12 (당정동,3층)",,031-459-9521,031-459-9523,http://
123-81-79978,(주)제우스코리아,김종국,경기도 화성시 동탄기흥로 570-6,"809호(영천동,골든아이타워)",031-477-6000,031-695-8278,
123-81-83394,(주)엔씨엠,김형중,경기도 안산시 상록구 안산테콤1길 9 (사사동),,031-419-4070,031-419-4072,http://ncmpro.co.kr
123-81-92909,(주)대창산업,박철원,경기도 안양시 동안구 시민대로 361,"1동 714호(관양동, 에이스평촌타워)",02-504-5760,02-504-5762,http://www.deachang.co.kr
123-81-95207,(주)케이씨엠,최혁,경기도 화성시 마도면 신남로 16-40,,031-356-5441,031-356-4079,http://
120-81-26128,(주)시공테크,박기석,"경기도 성남시 분당구 판교역로 225-20, 1층(삼평동)",,02-3438-0077,02-3438-0088,http://www.sigongtech.co.kr
120-81-46779,(주)다원녹화건설,김용각,"경기도 과천시 별양상가1로 13, 교보빌딩 7층(별양동)",,02-539-8344,02-539-8341,www.dawonland.co.kr
120-81-56675,뉴스킨코리아(주),"조지훈, 권영동",서울특별시 강남구 봉은사로86길 6 (삼성동),,02-1588-1440,02-552-9728,http://http://www.nuskinkorea.co.kr
120-81-73505,효성ITX(주),남경환,"서울특별시 영등포구 선유동2로 57 (양평동4가, 이레빌딩 15층)",,02-2102-8574,02-2102-8600,http://www.hyosungitx.com
620-81-32611,성창보드(주),우인석,울산광역시 울주군 삼남면 강당로 35,,052-255-3500,,http://www.sungchang.co.kr
620-81-33226,(주)임성,박흔구,경상북도 경주시 외동읍 문구로 69,,054-777-5033,054-777-5034,
620-81-37033,(주)주영라이팅,임영미,전라남도 광양시 광양읍 익신산단4길 73,,061-763-8114,061-763-8110,http://www.juyoung.biz
620-81-41459,(주)부성창호,엄태형,울산광역시 울주군 언양읍 반천산업로 32-36,,052-254-8125,052-254-8127,http://
